fala,situacao
"Muito obrigado, Sr. Presidente. Eu vou tentar ser bem objetivo, porque a gente está na expectativa de ouvir aqui também o depoente George Washington. Eu queria, primeiramente, parabenizar. É importante parabenizar o trabalho de vocês, uma demonstração aqui muito firme, equilibrada, serena, e a gente fica feliz de ver agentes públicos com esse compromisso. Um inquérito eficiente, rápido, diferente do que a gente tem visto por aí, e a gente aprende, numa situação dessa, que é uma coisa quase que de filme ""hollywoodiano"", é preocupante isso acontecer no Brasil, mas nós percebemos que a intenção está muito clara. A intenção era explodir mesmo. Ainda bem, graças a Deus, que faltou competência. Foi essa a dedução que eu fiz aqui, que graças a Deus isso não aconteceu. Mas eu quero fazer aqui umas considerações importantes, porque não é de hoje - e que isso sirva de alerta, Senador Marcos Rogério -, não é de hoje que isso tem acontecido no nosso país, que está tomado pelo crime organizado, que, além do tráfico de drogas, assaltos, assassinatos, também está investindo contra a população em atos terroristas. Sim, terroristas! Em dezembro de 2018 - dezembro de 2018 -, uma facção criminosa planejava implantar o terror em Brasília, com ataques a ônibus e assassinatos de agentes prisionais. No meu estado, o Ceará, durante quase todo o mês de janeiro de 2019, o crime organizado aterrorizou mais de 50 cidades. Nesse período, foram colocados explosivos em pontes, viadutos, ônibus foram incendiados, prédios públicos, agentes de segurança foram atacados. Na sua vivência como policial, certamente, Dr. Leonardo de Castro, Delegado, o senhor deve ter vivido inúmeras experiências que poderiam ser definidas como terrorismo. Eu lhe pergunto: diante da pluralidade do material, armas e artefatos explosivos apreendidos com o Sr. George Washington, que demonstrou uma estratégia bem definida, o senhor encaixaria esse ato como uma ação de profissionais?",0
"Perfeito, mas, com relação ao ataque da bomba, o senhor não o enquadra como ato terrorista, como o senhor colocou aí, segundo a legislação?",0
"Perfeito, perfeito.",0
"Perfeito. Foi montada, após a prisão do criminoso George Washington, uma linha do tempo, desde a sua chegada a Brasília, ou mesmo desde a sua saída do Pará - eu não sei se teve esse acordo com a polícia daquele estado -, até o momento da sua prisão? Houve isso? Se sim, qual foi a conclusão a que a Polícia Civil do Distrito Federal chegou com essa linha do tempo?",0
Tá.,0
"Perfeito. Para o Dr. Renato Martins e para o Dr. Valdir, eu queria também lembrar que em dezembro de 2018, na madrugada do Natal - olha a coincidência! -, dias antes da posse presidencial de 2019, a Polícia do Distrito Federal desativou um artefato explosivo encontrado ao lado da Igreja do Santuário Menino Jesus, em Brazlândia, cidade do Distrito Federal. O grupo autointitulado Maldição Ancestral reivindicou a colocação do artefato explosivo e ameaçou realizar um atentado na posse do Presidente eleito naquele ano. Coincidências à parte, no dia 24 de dezembro de 2022, a Polícia do Distrito Federal desativou também o artefato, como a gente está vendo aqui.       14:52   R   Eu faço aqui uma pergunta bem rápida pra não estourar o tempo. Segundo sua experiência - um de vocês dois poderia me -, o senhor entende que o armazenamento da bomba demandava algum cuidado especial? Se sim, há possibilidade dessa bomba ter sido armada no mesmo dia do atentado?",0
Isso.,0
Tá. O senhor falou em seu depoimento que ficou surpreso que o delegado comunicou que em seis horas prendeu o autor da tentativa de explosão do caminhão-tanque. (Soa a campainha.),0
"Eu pergunto: o delegado comentou como foi feita essa prisão, em quais circunstâncias, como chegou ao autor, se foi através de algum tipo de denúncia anônima ou não? Falo isso porque em um país onde 10% dos crimes são solucionados resolver um crime em tão pouco tempo me parece bem estranho.",0
Perfeito. Nos 19 segundos que me faltam: o artefato explosivo desativado em 2018 e o artefato desativado em 2022 possuem as mesmas características? O senhor sabe dizer?,0
Se o Presidente permitir.,0
"Muito obrigada, Presidente. Primeiro, quero parabenizar V. Sas. pelo trabalho e pela explicação muito técnica, muito clara e equilibrada. E dizer, Presidente, que eu já me sinto contemplada com as perguntas que foram feitas e respostas mais do que nunca, porque eu estou sentindo que há uma redundância tanto nas perguntas como nas respostas. Por isso eu peço sensibilidade para os nobres pares pra que a gente encerre essa oitiva, que já foi muito transparente, muito clara, e que nós passemos para o nosso novo passo, que é ouvir o Sr. George Washington, que é o grande interesse e pode contribuir muito na investigação. Então, se o senhor puder consultar os nobres pares em relação a essa proposta, eu acho que seria propositiva pra investigação. Muito obrigada.",1
"Sr. Presidente, uma boa tarde pro senhor, pra nossa Relatora, Eliziane Gama, pro Dr. Leonardo, pro Dr. Renato e pro Dr. Valdir. Senhores, eu, na verdade, quero também parabenizá-los e quero até alertá-los: os senhores não são meninos, são experimentados, entendem, conhecem contexto de política e de partidos no Brasil.       14:56   R   Essa conversa de: ""Ah, dê aqui o seu depoimento, eu vou te dar aqui, abrir o microfone para o senhor abrir o seu coraçãozinho""... Partidos de esquerda no Brasil, o partido inclusive que lhe ofereceu a palavra, são os que querem desmilitarizar nossa polícia, que cantam hinos, junto com as suas militâncias, para desmoralizar, são aqueles que entram na Justiça impedindo as polícias do nosso Brasil de entrar em complexos, em favelas. Então, os senhores não se iludam, porque quem defende a polícia é a direita brasileira e aqueles que a representam, que querem os senhores bem armados, que querem os senhores bem remunerados. Então, dito isso, para que a gente não tenha nenhuma dúvida sobre posicionamentos aqui dentro, eu queria perguntar ao senhor, Dr. Leonardo: os celulares que os senhores acessaram, seja do George Washington ou em alguma outra investigação que tenha o mesmo bojo, que esteja dentro do mesmo inquérito, eles traziam alguma conexão desses investigados e hoje custodiados pelo Estado brasileiro com o Presidente Bolsonaro, um dos membros dos ministérios ou algum Deputado considerado de direita bolsonarista?",0
"Muito obrigado, Dr. Leonardo. Eu queria lhe perguntar algo mais, se o senhor me permitir: é fato noticiado pela grande imprensa nacional que, no dia 31 de outubro de 2022, em presídios, cadeias, delegacias com custodiados, assim que o TSE exibiu resultado com a eleição do atual Presidente, a bandidagem, sequestradores, traficantes, pedófilos, assassinos, essa galera, esse pessoal comemorou efusivamente dentro desses complexos penitenciários. O senhor teve acesso a essa informação, ainda que fosse na mídia ou na imprensa? O senhor teve essa informação ou só eu que tive?       15:00   R",0
"Maravilha, tudo bem, o.k. É, o senhor é um delegado, provavelmente pode ter inclusive presenciado. Eu vou além: significa que esses custodiados, com todas essas características criminosas, votaram no Lula porque comemoraram a sua vitória, mas, de alguma forma, um cara que é assassino, que é pedófilo, que é traficante, isso liga ou significa que o Presidente Lula cometa algum desses crimes como seus eleitores? Qual é a opinião do senhor?",0
"Senador, por favor.",0
Sim.,0
Certo. Mas o que eu quero perguntar para o senhor...,0
"... enquanto delegado que, uma pessoa que vota num candidato ""x"" ou ""y"" ou em Lula ou em Bolsonaro, as ações daquela pessoa não significam que o candidato cometa os crimes ou cometa os mesmos atos que aquela pessoa, o senhor concorda?",0
"Maravilha. Aonde eu quero chegar? Nós não temos - nem o senhor, nem eu, nem Bolsonaro, tampouco o Lula - culpa se pessoas se aproveitam de palavras que nós dizemos, palavras de incentivo, Deus, pátria, família, liberdade, Brasil acima de tudo, Deus acima de todos, povo armado jamais será escravizado. Nós não temos culpa se essas palavras levam pessoas a cometerem atos criminosos, não é a intenção. Até porque eu, que tenho a minha religião, entendo o seguinte, se eu falo de Deus, eu não vou contribuir ou incentivar ninguém a matar ninguém, porque dentro dos dez mandamentos e do mandamento de Jesus Cristo que diz amar ao próximo como a ti mesmo, está excluído completamente atacar os outros, jogar bomba, atirar. Certo? Então, o que eu quero dizer para o senhor é que assim como muito do público do Presidente Bolsonaro são policiais, são CACs, são agricultores, são pessoas de família, são religiosos, e eleitores do Presidente Lula, além desse público também, em menor número, mas também pessoas que cometem crimes e que estão presos, não significa que esses dois candidatos desejem ou incentivem que esses mesmos cometam crimes. Logo, o que eu quero aqui, Sr. Presidente, já finalizando, é mostrar que a associação que infelizmente foi feita aqui por outros Parlamentares, dizendo que porque o cara é CAC, que o Bolsonaro é que deu o golpe, o cara tinha um rascunho no celular, e já foi considerado que era uma carta enviada pro Presidente Bolsonaro. E outra coisa, pra finalizar, Sr. Presidente: uma vez que no depoimento está dito pelo George Washington: ""Olha, quando eu vi que não ia acontecer nada..."". Ou seja, não houve golpe, não houve ação do Presidente Bolsonaro nem da sua equipe, não houve ação do Presidente Bolsonaro nem da sua equipe, não houve ação das Forças Armadas. Ele, por conta própria e sem incentivo e sem ligação com nenhum membro do Poder Executivo, do ex-Presidente, tampouco dos Parlamentares, decidiu, por livre e espontânea vontade, agir por conta. Então, isso, mais uma vez, demonstra que aqui nós temos... Me parece, Sr. Presidente, que nós temos aqui videntes, bolas de cristais, tarólogos, leitores de carta...       15:04   R   (Soa a campainha.)",0
"Sr. Presidente, Sra. Relatora, Sras. e Srs. Senadores, Sras. e Srs. Deputados, eu quero cumprimentar o Delegado Dr. Leonardo e também os peritos que aqui comparecem, Dr. Renato e Dr. Valdir.",0
"Vou repetir a pergunta: é possível afirmar que quem estava no QG tinha conhecimento do plano de ataque à bomba, participou dele direta ou indiretamente, ou isso é fruto de uma combinação desses envolvidos que a polícia já identificou? Eu estou repetindo isso, porque a manifestação, o ambiente era composto por muita gente. Eu estou perguntando se isso era algo que quem estava naquele movimento tinha participação e contribuiu para esse resultado.",0
"Então vou além na pergunta nesse ponto: quantas pessoas foram ouvidas nesta investigação, sendo elas daquelas que estavam no acampamento?",0
Não houve...,0
"Há algum indiciado a mais, dos que estavam no acampamento, em razão desse ato?",0
Dr. Renato e doutor...,0
